,X,Y,label
0,-0.7134061679025713,1.9017593925543304,11
1,0.564999340114045,2.9577269958677626,21
2,1.0095509191563183,3.505741199077265,0
3,-1.554081822588709,-2.534361212010104,19
4,1.4534005807650203,0.1675073646300569,12
5,-0.09938447755447043,1.6669139929999486,11
6,1.1348259504576776,3.766304604581583,0
7,-2.6088952412055564,-3.2999867017444426,3
8,1.3718494249917241,-2.016493282185943,17
9,-3.3408511782716857,-0.9860163131074208,10
10,-0.14269312873614207,-2.1504941324135265,9
11,-0.38018682727653713,-3.316186286691851,9
12,-0.6273225312734719,1.2296407438424872,11
13,2.050746893390201,0.11319320807920155,12
14,-1.5437479321997305,-0.7690072418987636,16
15,-0.17282202647134656,1.105905043021551,24
16,2.6623483998491526,0.9571043269699289,20
17,-4.797962087553228,-3.1063241852682353,28
18,-2.198327404891258,-3.0173172921943756,3
19,-2.2212232632014572,-0.4289941274546641,16
20,0.9615766577065288,-1.1458976806993977,13
21,-2.160275620126519,2.011820096627808,7
22,0.15732154257707498,-2.907813564709915,9
23,-0.32681407546163743,0.7514154975441174,24
24,3.055541406927931,-0.760343935625783,5
25,0.4421948758174985,-0.5425106976173466,22
26,0.4285716120115203,-2.356624003018345,26
27,-0.4664476140181669,1.2500967670927376,11
28,0.6700766296348465,-0.9047185145986605,13
29,0.06622371294352367,0.6166672643890728,24
30,0.49565529562336175,0.9903932310165663,24
31,-1.2913858531561606,0.2543248913929934,6
32,-2.2635457386388342,0.6661156113156749,1
33,-0.4869649066002923,-3.981702968772925,14
34,3.6171242915760593,0.7551635714540826,20
35,2.980557680320632,0.418006760857429,20
36,0.930913160452218,1.4290945392392984,2
37,-2.6240051985379655,-0.5508521200522158,16
38,-0.189836073050633,3.304435675898094,29
39,-1.494340653847045,-2.011498307050608,19
40,-1.2297073254443174,-1.8710559228039203,15
41,-0.6620810397372402,0.3963459904213698,6
42,-1.6205496587804307,-0.2777990615480953,16
43,-2.7017941653715636,0.5573303590960492,1
44,-2.7855074427358884,-0.898684234021184,16
45,0.030584377907245452,-2.0780404791347915,13
46,-1.0757962846606535,0.6326512307475495,6
47,-0.31904407842387744,0.7015585276908813,24
48,-1.7769781186251261,1.7648029479237637,7
49,2.4623510602585412,1.0157628454113687,20
50,0.9033185501883024,-3.0562880226240363,26
51,-1.0800853684630265,1.7984866723518382,7
52,-0.4423686553069352,-3.3190047709490664,9
53,2.362763770348882,-0.15383049291823706,12
54,-1.2660396630471626,3.0568706218599133,29
55,-3.621654641484978,-1.9891888828127695,18
56,2.0395388579523197,2.4114382179940215,4
57,0.0999425325468843,-2.5442238531774635,9
58,1.6089383833613022,-2.1364451405918343,17
59,-5.762598060463991,-4.585873102248177,28
60,3.375843238075425,-0.9491134067459827,5
61,-2.3114997467352416,-3.790313715231232,3
62,-0.7809571166063485,-1.7698239206708823,15
63,-0.05237880625817957,0.9451986850760175,24
64,-1.20631407636969,-0.7534851488533969,15
65,0.5191240262045145,-1.96958444665887,13
66,-1.9133918263831327,-3.906502754110484,3
67,-0.5653516369551614,0.8828125216126265,24
68,-1.3435079339918785,-1.939634901436821,19
69,-2.0343286046387994,-0.6748809844055383,16
70,-2.278642468771682,1.5351003070061686,7
71,1.8262557519713414,-1.9366067229697081,17
72,-2.9275414520861207,-1.3513498770874917,10
73,-1.1726148796604814,-2.227328158312633,19
74,-0.6288309369284003,-3.366695693283265,14
75,-2.387872087454001,-3.304471085623963,3
76,-1.3858282699465876,-5.53114611817816,14
77,2.614787087578651,1.102277186448693,20
78,-0.4227830878474059,1.7841738598346033,11
79,0.13444868606316213,0.32505170219958546,24
80,-2.4661295017586786,-1.4191312729995262,10
81,-2.0698707432878303,-3.0014120800242385,3
82,-1.794108898787307,-2.673527806606155,19
83,1.5620808258828396,-1.4244467462205401,17
84,-2.00983881231041,-3.801496919772587,3
85,0.3350373862280018,1.7265598880131534,2
86,-0.9076594197943005,2.7459046966569245,29
87,0.38598395880448033,0.689281668043485,24
88,-0.49963235075407436,0.39356911980959713,6
89,1.2762280874753804,1.6936672111059463,2
90,-0.49154261974671093,1.276438809984777,11
91,-2.9283925054650926,-3.840911126373696,3
92,1.0520201620707197,-0.32441213117253254,22
93,-2.2475732343642503,-2.75634624666867,3
94,0.4537509226956288,3.062888886686522,21
95,2.0510849854338296,1.0702795036955197,12
96,1.6386351293787076,-2.1977601342059336,17
97,1.0931130832873746,1.655070325201895,2
98,-2.1014220361697435,0.26205772585002196,1
99,-0.1462120675884799,0.2953321882514827,24
100,1.3104162598104492,-0.8975971495809516,22
101,2.5690660084883645,-0.012389533924730797,12
102,1.7414662294890082,2.31002615659923,4
103,0.47391013951869276,-3.4787664410558357,26
104,3.27086040829755,1.8489420964441046,25
105,-0.8091847190802315,0.590887484655327,6
106,2.160006528353175,3.2143994430519482,27
107,2.1531634095570493,-1.5436274211233822,8
108,-2.3737633029373484,0.7384835971103038,1
109,-1.1095025263026974,0.609262175554509,6
110,0.07384802573776186,3.6663526314594392,0
111,-0.026762409396548698,-2.307765546556727,9
112,-0.1530176492009329,-2.4752392023892136,9
