,X,Y,label
0,-0.692268874439171,-0.9621130589140029,25
1,-2.195314436531524,-1.2769134717725408,1
2,-2.707280186049185,-0.9537360403086338,5
3,2.5419726703549754,0.4917224672883967,28
4,-0.8905023406131523,0.9113865201596695,2
5,-0.9867477062201193,-1.0396706546188368,25
6,-3.088044849179952,-1.264318329994382,5
7,3.5017072802643336,-0.0766545884495889,0
8,0.44658264281084964,0.5645477581109756,30
9,2.5528804502588756,-1.8540126858885337,10
10,1.6179785225711476,1.0566253212119876,17
11,2.463366212586074,1.367351995521567,28
12,-0.4481569688437519,-1.0614261373706946,27
13,-1.0409889077857655,1.0730532309531844,2
14,1.3386874724754279,-0.46154493949657704,19
15,-0.5478210755465227,-0.685557087165447,27
16,-1.8809784347153407,1.0137123795008418,11
17,5.165374755891152,-1.750864349879115,32
18,2.665431476101981,0.018736357639977674,0
19,1.5226758477637807,-1.3917971367244528,10
20,0.289579900959713,1.5463891903728868,29
21,-0.29645652606716416,-1.997557486571798,12
22,1.731762440332813,1.270750410416876,31
23,-0.2893271026637794,-0.6152971356672841,27
24,-0.9403885506176076,0.46044049075107035,2
25,-0.07971169820358877,0.5338773357980121,8
26,1.0656590819242615,0.913678838332952,17
27,-0.5312061029786675,-0.7705190029368952,27
28,0.21158396702179896,1.0445333176959717,8
29,-0.413309189527152,-0.2751886828962972,13
30,-0.8409293268097882,-0.18629192398006894,4
31,0.4289800513075571,-0.9152191700403346,9
32,0.45261122650471786,-0.7122984494479048,9
33,2.8680150831863545,1.4532628263053249,15
34,-2.4474220377597145,1.9986197263169962,23
35,-1.8241901470413382,1.5619695472903774,23
36,-1.448420648420413,-0.19194743289525246,4
37,1.492113258575272,-0.8972343759935005,19
38,-1.955821753078953,-1.2426959592929248,1
39,1.9331180784702269,0.0064054762549235695,21
40,1.8386564746682588,0.23278345895296015,21
41,0.11113733283656439,-0.8286025955504012,27
42,1.0381109851428867,-1.0443741792961465,9
43,0.6348830704540867,-0.4336771401972111,9
44,1.7375126765973086,-0.5527918892622274,19
45,1.2821471681140593,0.8650582883930232,17
46,0.24149435540956132,-0.7375290200186363,9
47,-0.3000287797135819,-0.715124412777967,27
48,-0.3059906777760829,-1.3333282733907088,27
49,-1.7512799645059118,0.7242371636764934,11
50,1.4892275135642978,1.767615846471551,31
51,-0.3787997769270545,1.0165372375525452,8
52,2.3749192126952203,1.098063015509849,28
53,-1.2322690288639762,1.773939918491935,6
54,-1.2356612783301297,-1.7595376363572781,22
